Data,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto,Data
2020-02-24,0.0,,0.0,0.0,12.162162162162161,0.0,1.6129032258064515,0.0,11.346548188653452,0.0,,0.0,0.0,2.127659574468085,,0.0,0.0,0.0,,0.0,1.4545454545454546,2020-02-24
2020-02-25,0.0,,0.0,0.0,7.10409898389438,0.0,0.8064516129032258,1.2820512820512822,6.592193013245645,0.0,,50.0,0.0,1.0638297872340425,,0.0,30.0,0.33783783783783783,0.0,0.0,0.8595478595478595,2020-02-25
2020-02-26,0.0,,0.0,0.0,5.94923756638597,0.0,0.5376344086021505,5.905205905205906,4.581827761116382,1.1904761904761907,,33.333333333333336,0.0,0.7092198581560284,,0.0,20.0,0.22522522522522523,0.0,0.0,0.7635080968414302,2020-02-26
2020-02-27,0.7575757575757576,,0.0,7.5,5.67199593858425,0.0,0.4032258064516129,6.993006993006993,4.528238290716805,1.9798136645962734,,25.0,0.0,0.371658483360611,,0.0,20.0,0.16891891891891891,0.0,0.0,0.7348633893085548,2020-02-27
2020-02-28,0.6060606060606061,,0.9523809523809523,6.093896713615023,5.289358692919084,0.0,0.3225806451612903,5.594405594405595,4.152063228230114,2.8604466763578698,,20.0,0.0,1.0902783285387092,0.8264462809917356,0.0,16.0,0.4097346774692312,0.0,0.0,0.6957946769175749,2020-02-28
2020-02-29,0.8926474042753112,0.0,0.7936507936507936,5.480392033463815,5.181992459153,0.0,0.3424549068047571,7.830048739139649,3.7046796341022983,3.6091957597099893,,16.666666666666668,0.0,0.9085652737822576,0.4132231404958678,0.0,13.333333333333334,0.4356075231264309,0.0,0.0,0.6568200819406861,2020-02-29
2020-03-01,1.5893021706975194,0.0,0.6802721088435374,4.850676894252017,4.982893655796085,0.35273368606701944,0.29353277726122035,4.704386522568341,3.941747081551269,5.073794385267685,0.0,14.285714285714286,0.0,2.2783756016791883,0.27548209366391185,0.0,11.674030436917034,0.42332792691556215,0.9523809523809522,0.0,0.6765676421682407,2020-03-01
2020-03-02,1.5893021706975194,0.0,0.6802721088435374,4.850676894252017,3.6074721840745627,0.5120539197366955,0.081598903014614,4.350195259286169,2.8075173493281307,6.11654725283807,0.0,14.285714285714286,0.0,2.0402570186248274,0.2965396278018907,0.0,11.58096389433909,0.42332792691556215,0.8163265306122448,0.0,0.4833795176777241,2020-03-02
2020-03-03,1.864027445422794,0.5952380952380952,0.6802721088435374,5.309230686139143,3.9187030814814987,0.6734744201402467,0.19562398853342813,4.220022401840584,2.941753048354474,7.973690109980928,7.692307692307693,0.0,0.468384074941452,2.196214598163193,0.37145989016097564,0.4926108374384236,3.009535322910519,0.44977885006662877,2.72108843537415,0.0,0.49331797943559286,2020-03-03
2020-03-04,2.0320946723135505,0.47619047619047616,0.6802721088435374,5.342530719439176,4.107343834143048,0.8634440250034686,0.4253440172484317,2.270343008552168,3.214678706809142,8.604359044221292,5.76923076923077,0.0,0.5854800936768151,2.8802451164478553,0.4648294115730698,0.8327468918601922,3.437717494961901,0.7995579369591178,2.967393854093362,0.0,0.48369130422913365,2020-03-04
2020-03-05,1.7480037632226413,0.3968253968253968,0.9498138878192786,1.4814448838310474,4.178705944152138,0.9713965259030727,0.5955567832058785,1.0008362595933644,3.0891470930858103,9.366845320972228,7.948717948717951,0.0,0.8196721311475411,3.6558507263076088,0.59739058994365,0.8327468918601922,0.5805746378190436,1.2229747263552888,2.967393854093362,1.3605442176870748,0.447178316795434,2020-03-05
2020-03-06,1.896813287032165,0.7936507936507936,0.5581420675760299,1.7783430456255938,4.425260825193938,1.218982562050634,0.6996042288410882,1.2503683868547493,3.0913848735772205,9.309692072329616,7.425213675213676,1.1904761904761905,1.1709601873536302,3.719973791802812,0.5878259313571271,1.265647324760625,0.8141285498470702,1.261237717668934,3.8764847631842714,3.91156462585034,0.4589578419034665,2020-03-06
2020-03-07,1.7968754105769886,0.7936507936507936,0.5581420675760299,1.5270182082733161,4.316605311862616,1.4913272018129515,0.835149734334591,-0.6450720694206434,3.613283869230095,9.099608038716173,6.619570905285192,3.174603174603175,1.4655109973683575,4.5940519125348525,0.9133232188797312,1.265647324760625,1.0585186853725088,1.5454517993336392,4.729363228003035,4.357993197278911,0.4474192261424048,2020-03-07
2020-03-08,1.4985540999857394,0.9097948122338365,1.1902533191563083,1.9569105788561718,4.334482882564946,1.3535240215490556,0.9166131128430707,2.3238927676013232,3.4397095206538366,8.025333363861927,6.619570905285192,3.174603174603175,2.029420771804448,4.430457722613143,1.2323024852274185,1.8409109872726097,1.1381454635539028,1.9634515992864674,4.083104724601674,4.70642525302804,0.44781721485018083,2020-03-08
2020-03-09,2.2821586810586747,1.0156149180539422,1.355406085465144,2.233878508885326,4.572301198746094,1.5768568491038693,1.0092186657847342,3.4028911386693266,3.86115946091176,7.5654376391486835,6.619570905285192,3.174603174603175,2.564466250670151,4.279641509654854,1.3894655972820917,2.458671605033228,1.2483001811147578,2.260775682537211,4.2392327495821585,5.985742950256184,0.4994667575915366,2020-03-09
